index,city_state,count_crimes,lat,lng,population
"1497","Kissimmee, FL",4,28.3042,-81.4164,382720
"1498","Klamath Falls, OR",9,42.2191,-121.7754,43246
"1499","Knoxville, TN",58,35.9692,-83.9496,586048
"1500","Kotzebue, AK",2,66.8766,-162.5231,3246
"1501","Kyle, TX",4,29.9937,-97.8859,48393
"1502","La Center, KY",1,37.075,-88.9748,959
"1503","La Crosse, WI",11,43.824,-91.2268,100693
"1504","La Follette, TN",1,36.3718,-84.1256,18884
"1505","La Grande, OR",1,45.3243,-118.0865,15515
"1506","La Grange, IL",4,41.8072,-87.8741,15322
"1507","La Grange, KY",3,38.3987,-85.375,9031
"1508","La Grange, TX",1,29.9129,-96.8767,5384
"1509","La Habra, CA",9,33.9278,-117.9513,60513
"1510","La Junta, CO",3,37.9792,-103.5473,7963
"1511","La Mesa, CA",13,32.7703,-117.0204,59249
"1512","La Mirada, CA",9,33.9025,-118.0093,48183
"1513","La Porte, IN",4,41.6077,-86.7136,21569
"1514","La Porte, TX",3,29.6689,-95.0484,34976
"1515","La Puente, CA",3,34.0323,-117.9533,39614
"1516","La Quinta, CA",12,33.6536,-116.2785,41748
"1517","La Verne, CA",2,34.1208,-117.7702,31974
"1518","Lacey, WA",6,47.046,-122.7934,52592
"1519","Lackawanna, NY",1,42.8182,-78.8326,17720
"1520","Laconia, NH",6,43.5724,-71.4775,19371
"1521","Lacy-Lakeview, TX",1,31.6292,-97.1052,6721
"1522","Lafayette, CO",17,39.9949,-105.0997,99645
"1523","Lafayette, IN",14,40.399,-86.8594,157820
"1524","Lafayette, TN",3,36.5242,-86.0307,5417
"1525","LaGrange, GA",1,33.0274,-85.0384,35721
"1526","Laguna Beach, CA",8,33.5448,-117.7612,22827
"1527","Laguna Hills, CA",1,33.592,-117.6992,31207
"1528","Laguna Niguel, CA",1,33.5275,-117.705,66385
"1529","Laguna Woods, CA",1,33.6098,-117.7299,15850
"1530","Laingsburg, MI",1,42.8906,-84.35,1285
"1531","Lake Alfred, FL",1,28.1041,-81.7264,6257
"1532","Lake City, FL",1,30.1901,-82.647,26271
"1533","Lake Clarke Shores, FL",1,26.646,-80.0752,3627
"1534","Lake Delton, WI",1,43.5932,-89.7842,5609
"1535","Lake Elsinore, CA",8,33.6847,-117.3344,69283
"1536","Lake Forest Park, WA",3,47.7574,-122.2865,13504
"1537","Lake Forest, CA",10,33.6606,-117.6712,85531
"1538","Lake Havasu City, AZ",1,34.5006,-114.3113,56820
"1539","Lake Jackson, TX",3,29.0516,-95.4522,75860
"1540","Lake Linden, MI",1,47.1939,-88.4054,946
"1541","Lake Orion, MI",1,42.7827,-83.2455,3189
"1542","Lake Oswego, OR",1,45.413,-122.7003,39822
"1543","Lake Stevens, WA",5,48.0028,-122.096,33911
"1544","Lake Worth, FL",2,26.6196,-80.0591,38526
"1545","Lakehurst, NJ",4,40.0132,-74.3201,2708
"1546","Lakeland, FL",1,28.0556,-81.9545,302284
"1547","Lakeport, CA",2,39.0392,-122.9218,17466
"1548","Lakeville, MN",15,44.6774,-93.252,67317
"1549","Lakewood, CA",23,33.8471,-118.1221,79307
"1550","Lakewood, CO",16,39.6977,-105.1168,157935
"1551","Lakewood, OH",15,41.4824,-81.8008,49678
"1552","Lakewood, WA",25,47.1628,-122.5299,61037
"1553","Lamar, SC",1,34.1695,-80.0649,935
"1554","Lambertville, NJ",3,40.3687,-74.943,3801
"1555","Lampasas, TX",3,31.064,-98.1824,7982
"1556","Lancaster, CA",65,34.6935,-118.1753,343304
"1557","Lancaster, KY",3,37.6152,-84.5817,4201
"1558","Lancaster, OH",10,39.7249,-82.6049,44447
"1559","Lancaster, PA",8,40.0421,-76.3012,401524
"1560","Lancaster, TX",5,32.5922,-96.7737,39228
"1561","Lancaster, WI",1,42.8473,-90.7065,3701
"1562","Landrum, SC",3,35.1747,-82.1849,4776
"1563","Lane, SC",1,33.5251,-79.8797,452
"1564","Lanett, AL",1,32.8571,-85.2081,6151
"1565","Lansing, KS",3,39.2428,-94.8971,11949
"1566","Lansing, MI",33,42.7142,-84.5601,324286
"1567","Lapeer, MI",8,43.0447,-83.3254,12959
"1568","Laramie, WY",2,41.3099,-105.6085,33929
"1569","Largo, FL",11,27.9088,-82.7711,84948
"1570","Larned, KS",1,38.1834,-99.1014,4313
"1571","Latta, SC",3,34.339,-79.4337,1285
"1572","Lauderdale Lakes, FL",3,26.1682,-80.2017,36194
"1573","Lauderdale-by-the-Sea, FL",1,26.199,-80.0972,6664
"1574","Laurel, DE",1,38.5692,-75.5689,4356
"1575","Laurel, MD",10,39.095,-76.8622,25631
"1576","Laurens, SC",3,34.5022,-82.0207,10008
"1577","Lawndale, CA",3,33.8884,-118.3531,32389
"1578","Lawrence, IN",7,39.8674,-85.9905,49462
"1579","Lawrence, KS",43,38.9597,-95.2641,98648
"1580","Lawrence, MA",3,42.7003,-71.1626,80028
"1581","Lawrenceburg, KY",4,38.0332,-84.9032,13666
"1582","Lawrenceburg, TN",3,35.2497,-87.3325,11035
"1583","Lawton, MI",4,42.1678,-85.846,1805
"1584","Lawton, OK",2,34.6176,-98.4203,93025
"1585","Layton, UT",16,41.0769,-111.9621,78014
"1586","Le Mars, IA",1,42.7809,-96.1743,10081
"1587","League City, TX",7,29.4873,-95.1087,107536
"1588","Leander, TX",1,30.5728,-97.8618,62608
"1589","Leavenworth, KS",9,39.3239,-94.924,46192
"1590","Leawood, KS",2,38.9076,-94.6258,34727
"1591","Lebanon, KY",3,37.5689,-85.2578,5817
"1592","Lebanon, NH",2,43.6353,-72.2531,26666
"1593","Lebanon, OH",1,39.4251,-84.2135,20659
"1594","Lebanon, OR",8,44.5317,-122.9071,22160
"1595","Lebanon, TN",16,36.204,-86.3481,38518
"1596","Lee's Summit, MO",21,38.9172,-94.3816,99357
"1597","Leesburg, FL",4,28.7657,-81.8996,154574
"1598","Leesburg, VA",8,39.1058,-77.5544,53727
"1599","Lehighton, PA",1,40.8306,-75.7166,5313
"1600","Leipsic, OH",1,41.1096,-83.9674,2022
"1601","Leitchfield, KY",3,37.4862,-86.2857,6962
"1602","Leland, IL",1,41.616,-88.7982,914
"1603","Leland, NC",2,34.2044,-78.0277,23544
"1604","Lemon Grove, CA",6,32.7331,-117.0344,26811
"1605","Lemoore, CA",4,36.2949,-119.7983,26725
"1606","Lenexa, KS",2,38.9609,-94.8018,55625
"1607","Lenoir City, TN",5,35.811,-84.2818,9324
"1608","Lenoir, NC",1,35.9096,-81.5247,17913
"1609","Leominster, MA",2,42.5209,-71.7717,119690
"1610","Leon Valley, TX",2,29.4954,-98.6143,12306
"1611","Leonard, TX",1,33.383,-96.2467,2054
"1612","Leonia, NJ",1,40.8638,-73.9899,9035
"1613","Leslie, MI",1,42.4508,-84.4335,1898
"1614","Levelland, TX",3,33.5806,-102.3636,13755
"1615","Lewiston, ID",6,46.3934,-116.9934,53384
"1616","Lewiston, ME",13,44.0915,-70.1681,58802
"1617","Lewistown, PA",1,40.5964,-77.573,21614
"1618","Lewisville, TX",14,33.0452,-96.9823,109212
"1619","Lexington, KY",232,38.0423,-84.4587,323152
"1620","Lexington, MI",1,43.2671,-82.537,1118
"1621","Lexington, MO",1,39.1798,-93.8694,4534
"1622","Lexington, NC",2,35.8017,-80.2682,18933
"1623","Lexington, OK",1,35.0179,-97.3345,2185
"1624","Lexington, SC",3,33.989,-81.2202,22157
"1625","Lexington, TN",11,35.6618,-88.3945,7889
"1626","Liberal, KS",8,37.0466,-100.9295,19174
"1627","Liberty Lake, WA",1,47.6687,-117.1032,10956
"1628","Lilbourn, MO",1,36.5908,-89.613,1057
"1629","Lilesville, NC",1,34.9675,-79.9845,483
"1630","Lima, OH",9,40.741,-84.1121,68878
"1631","Lincoln City, OR",4,44.9751,-124.0073,12172
"1632","Lincoln Park, MI",7,42.2432,-83.1811,36321
"1633","Lincoln Park, NJ",2,40.9239,-74.3035,10111
"1634","Lincoln, AL",2,33.5935,-86.1371,6781
"1635","Linden, NJ",5,40.6251,-74.2381,42361
"1636","Lindenwold, NJ",2,39.8172,-74.9898,17263
"1637","Lindon, UT",1,40.3414,-111.7187,11100
"1638","Lindsborg, KS",3,38.5773,-97.6738,3290
"1639","Lino Lakes, MN",2,45.1679,-93.083,22119
"1640","Linwood, NJ",1,39.3436,-74.5708,6658
"1641","Lisbon, ND",1,46.4385,-97.6841,2051
"1642","Litchfield, MI",2,42.041,-84.7567,1331
"1643","Little Falls, MN",1,45.9833,-94.36,9406
"1644","Little Ferry, NJ",3,40.8463,-74.0388,10739
"1645","Little Rock, AR",1,34.7256,-92.3576,439815
"1646","Little Silver, NJ",2,40.3357,-74.0346,5782
"1647","Littleton, CO",17,39.5915,-105.0188,48065
"1648","Littleton, NC",1,36.4343,-77.911,588
"1649","Livermore, CA",37,37.6862,-121.7608,90923
"1650","Livingston, CA",1,37.3875,-120.7248,14896
"1651","Livingston, TN",1,36.3875,-85.3265,4049
"1652","Livingston, TX",2,30.71,-94.9381,5242
"1653","Livonia, MI",34,42.3972,-83.3733,93665
"1654","Lockland, OH",5,39.2278,-84.4565,3441
"1655","Lodi, CA",14,38.1218,-121.2932,74773
"1656","Lodi, NJ",24,40.8784,-74.0814,24347
"1657","Logan, OH",1,39.5386,-82.4063,7930
"1658","Logan, UT",2,41.74,-111.8419,101616
"1659","Loma Linda, CA",2,34.0451,-117.2498,24482
"1660","Lombard, IL",2,41.8742,-88.0157,44303
"1661","Lomita, CA",6,33.7933,-118.3175,20320
"1662","London, KY",4,37.1175,-84.0767,37714
"1663","London, OH",1,39.8936,-83.4376,14870
"1664","Lone Tree, CO",10,39.5309,-104.871,13082
"1665","Long Beach, CA",81,33.7981,-118.1675,462628
"1666","Long Beach, NY",2,40.5887,-73.666,33454
"1667","Long Branch, NJ",5,40.2965,-73.9915,30241
"1668","Long View, NC",5,35.7217,-81.3858,4930
"1669","Longmont, CO",25,40.1686,-105.1005,102474
"1670","Longview, TX",28,32.5193,-94.7621,100330
"1671","Longview, WA",23,46.1461,-122.9629,67081
"1672","Lookout Mountain, TN",1,34.9944,-85.3516,1889
"1673","Lorain, OH",40,41.4409,-82.184,180279
"1674","Los Alamitos, CA",6,33.7972,-118.0594,11399
"1675","Los Angeles, CA",1661,34.1139,-118.4068,12750807
"1676","Los Banos, CA",1,37.063,-120.8406,41036
"1677","Los Gatos, CA",16,37.2303,-121.956,30222
"1678","Los Lunas, NM",5,34.8115,-106.7803,69020
"1679","Loudon, TN",1,35.7413,-84.3704,5890
"1680","Louisa, KY",2,38.1079,-82.6132,4012
"1681","Louisburg, KS",2,38.6203,-94.677,4562
"1682","Louisville, CO",2,39.9709,-105.1441,20816
"1683","Louisville, OH",2,40.8371,-81.2643,9360
"1684","Loveland, CO",19,40.4166,-105.0623,78877
"1685","Loveland, OH",1,39.2679,-84.2731,13145
"1686","Lowell, MA",10,42.6389,-71.3217,110997
"1687","Lowell, MI",1,42.9351,-85.3457,7501
"1688","Loyall, KY",1,36.8527,-83.3506,601
"1689","Lubbock, TX",10,33.5659,-101.8878,267648
"1690","Ludington, MI",5,43.9573,-86.4434,10752
"1691","Ludlow, KY",5,39.0904,-84.5498,4504
"1692","Luther, OK",2,35.668,-97.1905,1759
"1693","Lyford, TX",1,26.4145,-97.7894,2540
"1694","Lynchburg, VA",8,37.4003,-79.1909,126814
"1695","Lynden, WA",6,48.9502,-122.4545,18512
"1696","Lyndhurst, OH",7,41.5172,-81.4922,13366
"1697","Lyndonville, VT",1,44.5352,-72.0016,2821
"1698","Lynn, MA",78,42.4779,-70.9663,94299
"1699","Lynnview, KY",1,38.1791,-85.7112,933
"1700","Lynnwood, WA",7,47.8284,-122.3033,39141
"1701","Lynwood, CA",7,33.924,-118.2017,69887
"1702","Lyons, IL",2,41.8121,-87.8192,10372
"1703","Lyons, KS",1,38.3462,-98.2045,3504
"1704","Mackinac Island, MI",4,45.8593,-84.6253,471
"1705","Macomb, IL",1,40.4721,-90.6816,18006
"1706","Macon, MO",3,39.7424,-92.4712,5341
"1707","Madera, CA",3,36.9631,-120.0782,84086
"1708","Madison Heights, MI",12,42.5073,-83.1034,29886
"1709","Madison, AL",1,34.7114,-86.7626,51593
"1710","Madison, NJ",25,40.7586,-74.417,17654
"1711","Madison, SD",1,44.0062,-97.1084,7270
"1712","Madison, WI",93,43.0826,-89.3931,447245
"1713","Madisonville, KY",9,37.3408,-87.5034,23580
"1714","Madisonville, TN",1,35.5233,-84.363,5890
"1715","Madisonville, TX",1,30.9538,-95.9091,4746
"1716","Madras, OR",1,44.6425,-121.1315,9340
"1717","Magnolia, NJ",4,39.8562,-75.0365,4273
"1718","Maize, KS",1,37.7748,-97.462,4934
"1719","Malden, MA",30,42.4305,-71.0576,60470
"1720","Malibu, CA",12,34.0368,-118.7845,11820
"1721","Mammoth Lakes, CA",4,37.6273,-118.99,8235
"1722","Mammoth, AZ",1,32.6853,-110.7292,1687
"1723","Mamou, LA",1,30.6349,-92.4179,3745
"1724","Manasquan, NJ",17,40.1186,-74.045,5806
"1725","Manassas Park, VA",3,38.7719,-77.445,17478
"1726","Manassas, VA",11,38.7479,-77.4839,41085
"1727","Manchester, IA",1,42.4854,-91.4556,4986
"1728","Manchester, NH",13,42.9848,-71.4447,162877
"1729","Manchester, TN",6,35.463,-86.0774,12433
"1730","Mancos, CO",1,37.3466,-108.2939,1430
"1731","Mandan, ND",9,46.829,-100.887,22752
"1732","Mangonia Park, FL",1,26.7586,-80.0761,2018
"1733","Mangum, OK",1,34.8783,-99.504,2698
"1734","Manhattan Beach, CA",5,33.8895,-118.3972,35183
"1735","Manhattan, IL",1,41.4274,-87.9805,8240
"1736","Manistee, MI",5,44.244,-86.3242,9433
"1737","Manistique, MI",2,45.9591,-86.2507,3303
"1738","Manitowoc, WI",6,44.0991,-87.6811,44770
"1739","Mankato, MN",53,44.1712,-93.9773,62889
"1740","Manning, SC",1,33.6933,-80.2167,4735
"1741","Manor, TX",1,30.3562,-97.5228,14642
"1742","Mansfield, OH",51,40.7656,-82.5275,73326
"1743","Mansfield, TX",3,32.569,-97.1211,72419
"1744","Manteca, CA",16,37.7927,-121.2264,103420
"1745","Manton, MI",1,44.4114,-85.401,1555
"1746","Maple Grove, MN",11,45.1089,-93.4626,72622
"1747","Maple Valley, WA",2,47.3659,-122.0368,27202
"1748","Maplewood, MN",20,44.9842,-93.0247,40885
"1749","Marble Falls, TX",2,30.5649,-98.2768,7099
"1750","Marco Island, FL",1,25.933,-81.6993,17947
"1751","Marengo, IL",1,42.2312,-88.6153,7517
"1752","Margate City, NJ",4,39.3307,-74.5071,5865
"1753","Margate, FL",1,26.2466,-80.2119,58796
"1754","Maricopa, AZ",8,33.0404,-112.0006,52127
"1755","Marietta, OH",6,39.4241,-81.4465,21267
"1756","Marietta, OK",1,33.9355,-97.1242,2768
"1757","Marina, CA",4,36.6812,-121.7895,22781
"1758","Marine City, MI",2,42.7138,-82.5012,4058
"1759","Marion, AR",1,35.2041,-90.2061,12310
"1760","Marion, IL",3,37.7173,-88.9279,17520
"1761","Marion, NC",3,35.6774,-82.0013,13454
"1762","Marion, OH",2,40.5933,-83.1237,45181
"1763","Marion, SC",2,34.1787,-79.3966,6804
"1764","Marion, VA",2,36.8389,-81.5135,7414
"1765","Marionville, MO",1,37.0021,-93.6362,2181
"1766","Marissa, IL",1,38.2501,-89.7746,1806
"1767","Marlborough, MA",3,42.3494,-71.5468,39597
"1768","Marlette, MI",5,43.3268,-83.0807,1767
"1769","Marmaduke, AR",1,36.1901,-90.3851,1251
"1770","Marmet, WV",2,38.2458,-81.5711,1366
"1771","Marquette, MI",1,46.544,-87.4082,26491
"1772","Mars Hill, NC",1,35.8281,-82.5484,1939
"1773","Marshall, MI",8,42.2617,-84.9597,7548
"1774","Marshall, MN",3,44.4488,-95.7897,13487
"1775","Marshalltown, IA",1,42.0341,-92.9067,26666
"1776","Martin, SD",2,43.1749,-101.7324,1045
"1777","Martinez, CA",7,37.9985,-122.116,38297
"1778","Martinsburg, WV",4,39.4582,-77.9776,17454
"1779","Martinsville, VA",1,36.6827,-79.8636,31871
"1780","Marvell, AR",1,34.5563,-90.9153,916
"1781","Maryland Heights, MO",1,38.7189,-90.4749,26956
"1782","Marysville, CA",9,39.1518,-121.5835,12476
"1783","Marysville, MI",2,42.9084,-82.4806,9672
"1784","Marysville, OH",3,40.2278,-83.3595,24949
"1785","Marysville, WA",14,48.0809,-122.1561,170009
"1786","Maryville, MO",1,40.3428,-94.8701,12808
"1787","Maryville, TN",2,35.7468,-83.9789,29742
"1788","Mason, MI",4,42.5806,-84.4427,8458
"1789","Mason, OH",8,39.3571,-84.3023,33870
"1790","Mason, TN",4,35.4128,-89.5412,1531
"1791","Massillon, OH",17,40.7838,-81.5254,32584
"1792","Matawan, NJ",3,40.4127,-74.2365,8640
"1793","Mattawan, MI",4,42.2165,-85.7858,1982
"1794","Matthews, NC",1,35.1195,-80.7101,33138
"1795","Mattoon, IL",2,39.4775,-88.3624,18016
"1796","Maud, OK",1,35.1336,-96.7783,1061
"1797","Mauldin, SC",5,34.7849,-82.3005,133872
"1798","Maumee, OH",5,41.5696,-83.6636,13669
"1799","Mayfield Heights, OH",2,41.5175,-81.4534,18487
"1800","Mayfield, KY",17,36.737,-88.6446,11121
"1801","Mayodan, NC",2,36.421,-79.9676,4211
"1802","Maysville, KY",13,38.6454,-83.7911,11093
"1803","Mayville, WI",1,43.4986,-88.5475,4890
"1804","Maywood, CA",1,33.9885,-118.1877,26973
"1805","Maywood, NJ",2,40.9025,-74.0634,9614
"1806","McAlester, OK",1,34.9262,-95.7698,18896
"1807","McAllen, TX",1,26.2273,-98.2471,804114
"1808","McArthur, OH",1,39.2466,-82.4787,1643
"1809","McCall, ID",1,44.9076,-116.1124,3597
"1810","McFarland, WI",1,43.0203,-89.2858,9031
"1811","McGehee, AR",1,33.628,-91.3953,3683
"1812","McKinney, TX",42,33.2015,-96.6669,258277
"1813","McMinnville, OR",4,45.211,-123.1918,42062
"1814","McMinnville, TN",6,35.6863,-85.7812,15570
"1815","McPherson, KS",5,38.3714,-97.6605,13061
"1816","Mechanicsburg, PA",2,40.2115,-77.006,8990
"1817","Mechanicville, NY",2,42.9037,-73.6895,5037
"1818","Medford Lakes, NJ",4,39.8582,-74.8054,3914
"1819","Medford, MA",39,42.4234,-71.1087,57341
"1820","Medford, OR",11,42.3372,-122.8537,170876
"1821","Medina, OH",6,41.1358,-81.8694,25956
"1822","Meeker, CO",1,40.05,-107.8949,2252
"1823","Melbourne, FL",18,28.1085,-80.6627,83029
"1824","Melrose, MA",4,42.4556,-71.059,28016
"1825","Melvindale, MI",5,42.2802,-83.1782,10248
"1826","Memphis, TN",175,35.1046,-89.9773,1066967
"1827","Mendota Heights, MN",6,44.8815,-93.14,11343
"1828","Menifee, CA",5,33.6909,-117.1849,94756
"1829","Menlo Park, CA",1,37.4686,-122.1672,34698
"1830","Menominee, MI",4,45.122,-87.6234,8029
"1831","Menomonie, WI",2,44.8893,-91.9084,18159
"1832","Mentor-on-the-Lake, OH",5,41.7135,-81.365,7390
"1833","Mentor, OH",1,41.6895,-81.3361,47262
"1834","Merced, CA",8,37.3057,-120.4778,145149
"1835","Mercedes, TX",2,26.1533,-97.9129,16604
"1836","Mercer Island, WA",5,47.5661,-122.232,25894
"1837","Mercersburg, PA",1,39.832,-77.903,1532
"1838","Merchantville, NJ",3,39.9502,-75.0504,3700
"1839","Meriden, CT",7,41.5367,-72.7944,59395
"1840","Meridian, ID",4,43.6112,-116.3968,114161
"1841","Merriam, KS",1,39.0186,-94.6933,11081
"1842","Merrill, WI",3,45.182,-89.6995,9630
"1843","Mesa, AZ",46,33.4017,-111.718,518012
"1844","Mesquite, TX",1,32.7623,-96.5889,140937
"1845","Metuchen, NJ",5,40.5424,-74.3628,14543
"1846","Miami Beach, FL",80,25.8171,-80.1396,88885
"1847","Miami Gardens, FL",15,25.9433,-80.2426,110001
"1848","Miami Shores, FL",1,25.867,-80.1779,10365
"1849","Miami, FL",10,25.7839,-80.2102,6445545
"1850","Miami, OK",1,36.8877,-94.8718,15571
"1851","Miamisburg, OH",8,39.6323,-84.2725,20143
"1852","Michigan City, IN",1,41.7099,-86.8705,65058
"1853","Middleburg, VA",1,38.9715,-77.7429,834
"1854","Middleton, ID",1,43.7114,-116.6155,8466
"1855","Middletown, CT",42,41.5476,-72.6549,46258
"1856","Middletown, NY",9,41.4459,-74.4236,58592
"1857","Middletown, OH",9,39.5032,-84.366,97730
"1858","Midland Park, NJ",2,40.9952,-74.1411,7216
"1859","Midland, MI",11,43.6241,-84.2319,58787
"1860","Midvale, UT",1,40.6148,-111.8928,34124
"1861","Milan, MI",4,42.0816,-83.6853,7778
"1862","Milan, MO",1,40.2031,-93.124,1775
"1863","Milan, TN",10,35.9126,-88.7554,7612
"1864","Miles City, MT",1,46.4059,-105.8385,9436
"1865","Milford, CT",16,41.2256,-73.0616,54328
"1866","Milford, DE",3,38.9091,-75.4224,22102
"1867","Milford, MI",3,42.587,-83.6012,6515
"1868","Mill Creek, WA",6,47.8631,-122.2037,20897
"1869","Millbrae, CA",3,37.5994,-122.4023,22394
"1870","Millersville, PA",1,40.0047,-76.3522,8359
"1871","Millersville, TN",3,36.3968,-86.7111,6769
"1872","Millington, MI",1,43.2784,-83.5273,997
"1873","Millington, TN",27,35.335,-89.8991,10641
"1874","Milltown, NJ",1,40.4504,-74.4351,6967
"1875","Millville, NJ",3,39.3903,-75.0561,27391
"1876","Milpitas, CA",3,37.4339,-121.8921,84196
"1877","Milton, DE",3,38.7751,-75.3104,3012
"1878","Milton, FL",1,30.6286,-87.0522,10523
"1879","Milton, WA",2,47.2522,-122.3156,8299
"1880","Milwaukee, WI",113,43.0642,-87.9673,1365787
"1881","Milwaukie, OR",3,45.4447,-122.6221,20990
"1882","Mineral Wells, TX",3,32.8169,-98.0776,15213
"1883","Minneapolis, MN",305,44.9635,-93.2678,2977172
"1884","Minneola, FL",1,28.6067,-81.7322,12595
"1885","Minnetonka, MN",7,44.9322,-93.4598,54064
"1886","Minnetrista, MN",1,44.9356,-93.7103,8130
"1887","Minocqua, WI",2,45.8788,-89.7032,326
"1888","Minooka, IL",1,41.4507,-88.2792,11397
"1889","Minot, ND",7,48.2375,-101.2781,49425
"1890","Minster, OH",2,40.3947,-84.3789,2817
"1891","Mint Hill, NC",3,35.1782,-80.6533,27617
"1892","Miramar, FL",6,25.9773,-80.3351,141191
"1893","Mishawaka, IN",6,41.6736,-86.1669,50363
"1894","Mission Viejo, CA",8,33.6095,-117.655,590249
"1895","Missoula, MT",29,46.875,-114.0214,92895
"1896","Missouri City, TX",3,29.563,-95.5365,75457
"1897","Mitchell, SD",1,43.7296,-98.0337,15679
"1898","Moab, UT",2,38.5701,-109.5477,7278
"1899","Mocksville, NC",3,35.9006,-80.5631,5397
"1900","Modesto, CA",54,37.6374,-121.0028,383134
"1901","Mokena, IL",2,41.5327,-87.8779,20159
"1902","Moline, IL",3,41.4821,-90.4921,41356
"1903","Moncks Corner, SC",14,33.1631,-80.0135,11986
"1904","Monmouth Beach, NJ",4,40.3364,-73.9863,3239
"1905","Monmouth, IL",4,40.9141,-90.6423,9084
"1906","Monroe, LA",4,32.5183,-92.0774,112891
"1907","Monroe, MI",23,41.9154,-83.385,48317
"1908","Monroe, NC",1,35.0061,-80.5595,35540
"1909","Monroe, OH",11,39.4461,-84.3666,14015
"1910","Monroe, WA",10,47.8595,-121.9852,19776
"1911","Monrovia, CA",3,34.165,-117.9921,36331
"1912","Mont Belvieu, TX",3,29.8524,-94.8784,6574
"1913","Montclair, CA",11,34.0714,-117.698,40083
"1914","Monteagle, TN",1,35.2367,-85.8513,1234
"1915","Montebello, CA",1,34.0155,-118.1108,61954
"1916","Monterey Park, CA",11,34.0497,-118.1326,59669
"1917","Monterey, CA",15,36.5922,-121.8807,28178
"1918","Monterey, TN",5,36.1446,-85.2643,3061
"1919","Montevideo, MN",1,44.9505,-95.7153,5043
"1920","Montgomery, AL",1,32.3473,-86.2666,254634
"1921","Montgomery, OH",9,39.2496,-84.3457,10872
"1922","Monticello, KY",2,36.8404,-84.8506,6499
"1923","Montpelier, ID",1,42.326,-111.2988,2538
"1924","Montpelier, OH",7,41.5817,-84.5968,3924
"1925","Montpelier, VT",1,44.2658,-72.5717,7372
"1926","Montrose, CO",2,38.469,-107.859,23478
"1927","Montvale, NJ",1,41.0529,-74.0499,8570
"1928","Monument, CO",6,39.0735,-104.8467,8097
"1929","Moonachie, NJ",1,40.8409,-74.059,2702
"1930","Moore, OK",1,35.3293,-97.4758,62055
"1931","Moorefield, WV",1,39.0674,-78.9624,2596
"1932","Mooreland, OK",1,36.4379,-99.2045,1169
"1933","Mooresville, NC",5,35.5849,-80.8265,39132
"1934","Moorhead, MN",13,46.8673,-96.7461,43652
"1935","Moorpark, CA",2,34.2855,-118.877,36375
"1936","Moraine, OH",17,39.6983,-84.2459,6470
"1937","Morehead, KY",7,38.1906,-83.4467,8044
"1938","Morenci, MI",4,41.7226,-84.2169,2147
"1939","Moreno Valley, CA",17,33.9244,-117.2045,213055
"1940","Morgan Hill, CA",1,37.1326,-121.6417,45952
"1941","Morganton, NC",12,35.7408,-81.7003,16577
"1942","Morgantown, KY",1,37.2173,-86.7001,2431
"1943","Morgantown, WV",2,39.638,-79.9468,72458
"1944","Morrilton, AR",1,35.1558,-92.7387,6645
"1945","Morrison, IL",1,41.8076,-89.9616,3988
"1946","Morristown, TN",12,36.2046,-83.3006,61171
"1947","Morro Bay, CA",1,35.3681,-120.8481,10543
"1948","Morton, IL",1,40.6136,-89.4669,16277
"1949","Morton, WA",2,46.5575,-122.2815,1199
"1950","Moscow, ID",2,46.7307,-116.9986,26145
"1951","Moscow, TN",3,35.0611,-89.3893,557
"1952","Moses Lake, WA",5,47.128,-119.2761,39002
"1953","Moundridge, KS",1,38.2028,-97.515,1869
"1954","Mounds View, MN",1,45.1071,-93.2076,13324
"1955","Moundsville, WV",11,39.9221,-80.7422,8252
"1956","Mount Airy, NC",1,36.5083,-80.6154,19119
"1957","Mount Arlington, NJ",1,40.919,-74.639,5852
"1958","Mount Carmel, TN",2,36.562,-82.6618,5294
"1959","Mount Dora, FL",1,28.8143,-81.6344,14516
"1960","Mount Healthy, OH",7,39.2338,-84.5469,6736
"1961","Mount Juliet, TN",2,36.1991,-86.5114,37029
"1962","Mount Morris, MI",2,43.1176,-83.6987,2842
"1963","Mount Orab, OH",1,39.0293,-83.9267,3444
"1964","Mount Pleasant, MI",10,43.5966,-84.7759,35694
"1965","Mount Pleasant, SC",4,32.8538,-79.8204,91684
"1966","Mount Prospect, IL",2,42.0641,-87.9375,53719
"1967","Mount Sterling, KY",3,38.0648,-83.9472,11363
"1968","Mount Vernon, AL",1,31.0889,-88.0137,1495
"1969","Mount Vernon, IA",1,41.923,-91.4244,6398
"1970","Mount Vernon, KY",1,37.3578,-84.3431,2560
"1971","Mount Vernon, NY",19,40.9136,-73.8291,67345
"1972","Mount Vernon, OH",10,40.3854,-82.4734,21864
"1973","Mount Vernon, WA",17,48.4202,-122.3115,71422
"1974","Mount Washington, KY",8,38.043,-85.5549,14817
"1975","Mountain Home, ID",3,43.1324,-115.6972,16945
"1976","Mountain View, CA",3,37.4,-122.0796,82739
"1977","Mountainside, NJ",1,40.6811,-74.36,6885
"1978","Mountlake Terrace, WA",5,47.7921,-122.3076,21338
"1979","Moweaqua, IL",1,39.6265,-89.0187,1714
"1980","Mukilteo, WA",3,47.9096,-122.3035,21441
"1981","Muldrow, OK",1,35.4039,-94.5969,5478
"1982","Mulvane, KS",4,37.4788,-97.2724,6489
"1983","Muncie, IN",10,40.1989,-85.395,87879
"1984","Munford, TN",13,35.4433,-89.8148,6109
