index,city_state,count_crimes,lat,lng,population
"505","Charleston, IL",2,39.4842,-88.1781,20117
"506","Charleston, SC",14,32.8153,-79.9628,628377
"507","Charleston, WV",51,38.3484,-81.6323,138706
"508","Charlotte, MI",3,42.5662,-84.8304,12703
"509","Charlottesville, VA",12,38.0375,-78.4855,100416
"510","Chaska, MN",1,44.8164,-93.6092,26989
"511","Chattanooga, TN",75,35.0657,-85.2488,415501
"512","Cheboygan, MI",3,45.6415,-84.4685,4686
"513","Checotah, OK",1,35.4821,-95.5224,3095
"514","Chehalis, WA",1,46.6638,-122.965,7654
"515","Chelsea, MA",7,42.3959,-71.0325,39690
"516","Chelsea, MI",5,42.3132,-84.0188,5837
"517","Cheney, KS",1,37.6353,-97.7797,2167
"518","Cheney, WA",12,47.4901,-117.579,12522
"519","Cheraw, SC",2,34.6955,-79.9085,7757
"520","Chesapeake, VA",61,36.6778,-76.3024,244835
"521","Chester, IL",1,37.9199,-89.8259,8213
"522","Chester, PA",1,39.8456,-75.3718,34000
"523","Chester, SC",7,34.705,-81.2132,8967
"524","Chester, WV",1,40.6129,-80.5627,2369
"525","Chesterfield, MO",2,38.6588,-90.5804,47538
"526","Cheviot, OH",1,39.1577,-84.6139,8209
"527","Chicago Ridge, IL",1,41.7034,-87.7795,13928
"528","Chicago, IL",328,41.8373,-87.6862,8604203
"529","Chickasha, OK",6,35.041,-97.9472,16431
"530","Chico, CA",28,39.7575,-121.8152,117668
"531","Chicopee, MA",9,42.1764,-72.5719,55126
"532","Chilhowie, VA",1,36.8009,-81.6832,1702
"533","Chillicothe, OH",9,39.3393,-82.9937,31999
"534","Chino Hills, CA",6,33.9508,-117.7253,83853
"535","Chino, CA",26,33.9836,-117.6654,94371
"536","Choctaw, OK",5,35.48,-97.2666,12674
"537","Christiansburg, VA",5,37.1411,-80.4028,22473
"538","Chubbuck, ID",5,42.9261,-112.4624,15588
"539","Chula Vista, CA",30,32.6281,-117.0145,274492
"540","Cincinnati, OH",249,39.1413,-84.5061,1662691
"541","Circleville, OH",13,39.6063,-82.9334,15792
"542","Cisco, TX",2,32.3848,-98.9805,3784
"543","Citrus Heights, CA",13,38.6948,-121.288,87796
"544","Clanton, AL",2,32.844,-86.623,8794
"545","Clare, MI",4,43.8258,-84.763,5522
"546","Claremont, CA",27,34.1259,-117.7153,36266
"547","Claremont, NH",1,43.379,-72.3368,12932
"548","Clarinda, IA",1,40.738,-95.034,5366
"549","Clarksburg, WV",4,39.2863,-80.323,40403
"550","Clarkston, WA",2,46.4161,-117.0505,7375
"551","Clarksville, TN",61,36.5695,-87.342,188746
"552","Clawson, MI",5,42.5367,-83.1504,11845
"553","Clay Center, KS",2,39.3812,-97.1278,3983
"554","Clayton, CA",3,37.9403,-121.9301,12265
"555","Clayton, MO",2,38.6444,-90.3302,16747
"556","Clearbrook, MN",1,47.6962,-95.4287,521
"557","Clearfield, UT",1,41.103,-112.0237,32118
"558","Clearlake, CA",22,38.959,-122.633,15961
"559","Clearwater, FL",6,27.9789,-82.7622,116946
"560","Cleburne, TX",1,32.357,-97.4152,37468
"561","Clementon, NJ",1,39.8046,-74.9851,4957
"562","Clermont, FL",1,28.5402,-81.7259,38654
"563","Cleveland, OH",106,41.4767,-81.6804,1710093
"564","Cleveland, OK",1,36.3002,-96.4631,3125
"565","Cleveland, TN",30,35.1817,-84.8707,73596
"566","Clewiston, FL",1,26.7529,-80.9399,14383
"567","Cliffside Park, NJ",2,40.8221,-73.988,26133
"568","Clifton Forge, VA",1,37.8232,-79.825,4778
"569","Clifton, NJ",6,40.8631,-74.1575,85052
"570","Clifton, TN",1,35.3792,-87.9927,2655
"571","Clinton, IA",2,41.8434,-90.2408,30177
"572","Clinton, MI",1,42.0699,-83.9687,2290
"573","Clinton, MS",1,32.354,-90.3403,24440
"574","Clinton, SC",1,34.4777,-81.8636,11031
"575","Clinton, TN",1,36.0981,-84.1283,10075
"576","Clinton, UT",3,41.1395,-112.0656,22499
"577","Clio, MI",6,43.1773,-83.7355,2497
"578","Closter, NJ",4,40.9733,-73.9604,8511
"579","Clover, SC",1,35.1125,-81.2203,8335
"580","Cloverport, KY",1,37.8312,-86.6304,1152
"581","Clovis, CA",19,36.8278,-119.6831,114584
"582","Coachella, CA",3,33.6905,-116.143,45743
"583","Coalinga, CA",2,36.143,-120.3262,17179
"584","Cocoa, FL",1,28.382,-80.7674,18603
"585","Coconut Creek, FL",1,26.2803,-80.1842,61248
"586","Coeur d'Alene, ID",31,47.7041,-116.7935,116834
"587","Coffeyville, KS",3,37.0518,-95.618,9827
"588","Cohoes, NY",2,42.7732,-73.7077,16687
"589","Colby, KS",1,39.3843,-101.0459,5445
"590","Cold Spring, KY",3,39.013,-84.4349,6571
"591","Coldwater, MI",6,41.9465,-84.9989,18832
"592","Coldwater, OH",1,40.4833,-84.6317,4609
"593","Coleman, MI",1,43.7588,-84.587,1203
"594","Colfax, WA",1,46.903,-117.3399,2872
"595","College Station, TX",2,30.5852,-96.296,215243
"596","Collegedale, TN",1,35.0525,-85.0487,11378
"597","Collierville, TN",6,35.0471,-89.6988,51040
"598","Collingswood, NJ",3,39.916,-75.0759,13884
"599","Collinsville, IL",1,38.6769,-90.0059,24395
"600","Collinsville, OK",4,36.3718,-95.8611,7236
"601","Collinsville, TX",1,33.5593,-96.9072,1959
"602","Colma, CA",1,37.6767,-122.4526,1489
"603","Colonial Beach, VA",1,38.2565,-76.9784,3773
"604","Colonial Heights, VA",1,37.265,-77.3969,17370
"605","Colorado Springs, CO",79,38.8674,-104.7606,642413
"606","Colstrip, MT",1,45.8943,-106.628,2246
"607","Colton, CA",4,34.0538,-117.3254,54824
"608","Columbia Falls, MT",3,48.3708,-114.1903,7556
"609","Columbia Heights, MN",3,45.0484,-93.2472,20427
"610","Columbia, KY",1,37.1036,-85.3074,4734
"611","Columbia, MO",23,38.9478,-92.3256,141645
"612","Columbia, PA",1,40.0348,-76.4944,10355
"613","Columbia, SC",19,34.0376,-80.9037,560041
"614","Columbia, TN",8,35.6235,-87.0486,40663
"615","Columbus Grove, OH",1,40.9205,-84.0598,2079
"616","Columbus, GA",16,32.51,-84.8771,261445
"617","Columbus, IN",6,39.2093,-85.9183,59897
"618","Columbus, KS",1,37.1714,-94.8442,3052
"619","Columbus, OH",833,39.9862,-82.985,1562009
"620","Colusa, CA",1,39.2059,-122.0125,6891
"621","Commerce City, CO",6,39.8642,-104.8434,60336
"622","Commerce, CA",4,33.9963,-118.1519,12661
"623","Commerce, TX",5,33.2421,-95.8991,9680
"624","Commercial Point, OH",1,39.7813,-83.0383,1679
"625","Compton, CA",15,33.893,-118.2275,95605
"626","Concord, CA",27,37.9722,-122.0016,652308
"627","Concord, NC",3,35.3933,-80.6366,261801
"628","Concord, NH",16,43.2305,-71.5595,43627
"629","Concordia, KS",1,39.5669,-97.6466,4987
"630","Concordia, MO",1,38.9877,-93.5683,2366
"631","Conneaut, OH",5,41.9278,-80.5685,13767
"632","Conrad, MT",1,48.1741,-111.9466,2477
"633","Conroe, TX",2,30.3239,-95.4825,91079
"634","Converse, TX",1,29.5091,-98.3084,28171
"635","Conway, AR",3,35.0754,-92.4694,74951
"636","Conway, SC",1,33.8399,-79.0424,25956
"637","Conyers, GA",3,33.6645,-83.9966,16256
"638","Cookeville, TN",6,36.1484,-85.5114,50408
"639","Coolidge, AZ",4,32.9395,-111.5261,13130
"640","Coon Rapids, MN",9,45.1755,-93.3095,62998
"641","Cooper City, FL",1,26.0463,-80.2862,35800
"642","Coopertown, TN",3,36.4143,-86.9658,4586
"643","Coos Bay, OR",2,43.3789,-124.233,32159
"644","Copperas Cove, TX",4,31.1192,-97.914,33235
"645","Coral Gables, FL",6,25.7037,-80.2715,49700
"646","Coral Springs, FL",2,26.2702,-80.2591,133759
"647","Corbin, KY",6,36.9321,-84.1004,7202
"648","Corcoran, CA",2,36.0839,-119.561,22581
"649","Cornelius, OR",2,45.519,-123.0514,12822
"650","Corning, CA",2,39.9282,-122.182,8604
"651","Corona, CA",11,33.8616,-117.5649,169868
"652","Coronado, CA",3,32.664,-117.16,23731
"653","Corpus Christi, TX",19,27.726,-97.3755,342464
"654","Corry, PA",1,41.9259,-79.6358,6208
"655","Corsicana, TX",2,32.0824,-96.4665,23906
"656","Cortland, NY",5,42.6004,-76.1784,26729
"657","Cortland, OH",2,41.332,-80.7195,6768
"658","Corvallis, OR",22,44.5697,-123.278,67467
"659","Costa Mesa, CA",10,33.6667,-117.9135,113003
"660","Cotati, CA",1,38.3279,-122.7092,7410
"661","Cottage Grove, MN",3,44.8161,-92.9274,37604
"662","Cottageville, SC",1,32.9362,-80.4803,745
"663","Cottonwood, AZ",2,34.7192,-112.0014,12253
"664","Council Bluffs, IA",4,41.2369,-95.8517,62166
"665","Countryside, IL",1,41.7741,-87.8752,5933
"666","Covina, CA",11,34.0903,-117.8817,47450
"667","Covington, KY",67,39.0334,-84.5166,40341
"668","Covington, TN",32,35.5661,-89.6482,8834
"669","Covington, VA",1,37.7785,-79.9868,7832
"670","Covington, WA",2,47.3668,-122.1044,21175
"671","Cowan, TN",2,35.1629,-86.0142,1658
"672","Coweta, OK",3,35.968,-95.6543,10032
"673","Craig, CO",8,40.517,-107.5555,9553
"674","Cranston, RI",1,41.7658,-71.4857,81456
"675","Creedmoor, NC",5,36.1223,-78.6758,4612
"676","Crescent City, CA",1,41.7727,-124.1902,16849
"677","Cresskill, NJ",1,40.9405,-73.9596,8668
"678","Crest Hill, IL",2,41.5723,-88.1124,20376
"679","Crete, IL",2,41.44,-87.6236,8023
"680","Creve Coeur, MO",3,38.6621,-90.443,18622
"681","Crewe, VA",3,37.1812,-78.1307,3956
"682","Crisfield, MD",1,37.9827,-75.8516,3385
"683","Crocker, MO",1,37.948,-92.2676,1039
"684","Crookston, MN",1,47.7747,-96.6062,7835
"685","Crosby, MN",1,46.4892,-93.9573,3385
"686","Cross Plains, TN",1,36.5412,-86.6766,1827
"687","Cross Plains, WI",1,43.1145,-89.648,4286
"688","Crossett, AR",2,33.128,-91.9631,6820
"689","Crossville, TN",5,35.9527,-85.0294,17825
"690","Croswell, MI",1,43.2736,-82.6177,2286
"691","Crystal City, MO",1,38.2226,-90.3813,4700
"692","Crystal Falls, MI",1,46.0967,-88.3264,1364
"693","Crystal Lake, IL",5,42.2333,-88.3351,39829
"694","Crystal, MN",9,45.0377,-93.3599,22899
"695","Cudahy, CA",1,33.9631,-118.183,23569
"696","Culver City, CA",1,34.0058,-118.3968,39185
"697","Cumberland, MD",1,39.6515,-78.7585,47980
"698","Cupertino, CA",13,37.3168,-122.0465,59276
"699","Cushing, OK",4,35.9798,-96.7602,7615
"700","Cynthiana, KY",9,38.386,-84.2993,6356
"701","Cypress, CA",12,33.8171,-118.0386,49006
"702","Dalhart, TX",1,36.0579,-102.5123,8310
"703","Dallas, TX",158,32.7936,-96.7662,5743938
"704","Daly City, CA",14,37.6862,-122.4685,106280
"705","Dana Point, CA",7,33.4733,-117.6968,33577
"706","Danbury, CT",29,41.4016,-73.471,176030
"707","Dandridge, TN",1,36.0285,-83.4308,5647
"708","Dania Beach, FL",1,26.0594,-80.1637,32271
"709","Danville, CA",1,37.8121,-121.9698,44510
"710","Danville, IL",3,40.1423,-87.6114,47059
"711","Danville, KY",10,37.6418,-84.7777,19529
"712","Danville, VA",4,36.5831,-79.4087,45890
"713","Darlington, SC",4,34.3015,-79.867,5940
"714","Darlington, WI",1,42.6765,-90.1204,2337
"715","Darrington, WA",2,48.2546,-121.6031,1421
"716","Davenport, IA",3,41.5563,-90.6052,285362
"717","Davie, FL",22,26.0789,-80.287,106306
"718","Davis, CA",71,38.5552,-121.7365,76997
"719","Dawson Springs, KY",4,37.174,-87.688,2631
"720","Dayton, KY",7,39.1127,-84.464,5609
"721","Dayton, OH",46,39.7797,-84.1998,718353
"722","Dayton, TX",1,30.0292,-94.9038,13987
"723","Daytona Beach Shores, FL",1,29.1723,-80.9808,4614
"724","Daytona Beach, FL",3,29.1994,-81.0982,69186
"725","De Soto, MO",1,38.141,-90.5609,7141
"726","Deal, NJ",4,40.2497,-73.9976,719
"727","Dearborn Heights, MI",21,42.3164,-83.2769,55353
"728","Dearborn, MI",79,42.3127,-83.2129,93932
"729","Decatur, AL",6,34.573,-86.9906,68867
"730","Decatur, IL",6,39.8556,-88.9337,87236
"731","Decatur, MI",2,42.1075,-85.9746,1732
"732","Decatur, TX",4,33.2262,-97.5876,7094
"733","Decaturville, TN",1,35.582,-88.1195,862
"734","Deer Lodge, MT",2,46.3974,-112.7337,2949
"735","Deerfield Beach, FL",4,26.305,-80.1277,81066
"736","Defiance, OH",10,41.281,-84.3661,18460
"737","DeKalb, IL",11,41.9313,-88.7482,66959
"738","Del Mar, CA",1,32.9633,-117.2627,4319
"739","Del Rio, TX",1,29.3708,-100.88,44121
"740","DeLand, FL",6,29.0224,-81.2873,34851
"741","Delano, CA",2,35.767,-119.2637,54917
"742","Delaware City, DE",1,39.5743,-75.5939,1837
"743","Delaware, OH",3,40.2866,-83.0747,41283
"744","Delmar, DE",1,38.465,-75.5552,1822
"745","Delray Beach, FL",3,26.455,-80.0905,69451
"746","Delta, CO",2,38.756,-108.0772,8995
"747","Denison, TX",12,33.7672,-96.5807,25529
"748","Denmark, SC",2,33.3152,-81.1366,3135
"749","Denton, MD",1,38.8769,-75.8265,4871
"750","Denton, TX",21,33.2176,-97.1419,457177
"751","Denver, CO",231,39.7621,-104.8759,2876625
"752","Derby, CT",4,41.3265,-73.0833,12339
"753","Derby, KS",4,37.5571,-97.2552,24943
"754","Des Moines, IA",9,41.5725,-93.6105,473957
"755","Des Moines, WA",10,47.3915,-122.3157,32348
"756","Des Peres, MO",1,38.5973,-90.448,8697
"757","Des Plaines, IL",3,42.0345,-87.9009,58899
"758","Desert Hot Springs, CA",2,33.9551,-116.543,43914
"759","DeSoto, TX",1,32.5992,-96.8633,52988
"760","Detroit Lakes, MN",2,46.806,-95.8449,9288
"761","Detroit, MI",190,42.3834,-83.1024,3506126
"762","Devils Lake, ND",7,48.1131,-98.875,7631
"763","Devine, TX",4,29.1457,-98.9049,6436
"764","Dewey Beach, DE",1,38.6958,-75.0749,400
"765","Dewey, OK",1,36.7915,-95.9328,3384
"766","DeWitt, IA",2,41.8227,-90.5448,5192
"767","Diamond Bar, CA",4,33.9991,-117.8161,55720
"768","Dickinson, ND",4,46.8917,-102.7924,23133
"769","Dickson, TN",6,36.064,-87.3668,17157
"770","Dillon, CO",2,39.6213,-106.0392,967
"771","Dillon, SC",1,34.4233,-79.3689,9089
"772","Dixon, IL",1,41.8439,-89.4794,16195
"773","Dodge City, KS",17,37.761,-100.0183,27104
"774","Doral, FL",1,25.8151,-80.3565,65741
"775","Douglas, AL",1,34.1705,-86.3224,778
"776","Dover, DE",5,39.161,-75.5203,117282
"777","Dover, NH",5,43.1887,-70.8845,94563
"778","Dover, NJ",4,40.8859,-74.5597,17725
"779","Dover, TN",2,36.4818,-87.8438,1546
"780","Dowagiac, MI",1,41.9834,-86.1126,5864
"781","Downers Grove, IL",3,41.7949,-88.017,49057
"782","Downey, CA",7,33.9379,-118.1312,111126
"783","Draper, UT",22,40.4957,-111.8605,48587
"784","Duarte, CA",5,34.161,-117.9504,21271
"785","Dublin, CA",5,37.7161,-121.8963,64826
"786","Dublin, TX",1,32.0875,-98.3391,3553
"787","Dubuque, IA",6,42.5008,-90.7067,68109
"788","Duluth, MN",11,46.7756,-92.1392,119476
"789","Dumas, TX",10,35.8613,-101.9642,13963
"790","Dumont, NJ",2,40.9452,-73.9923,17516
"791","Dunbar, WV",1,38.3688,-81.7345,7093
"792","Duncan, SC",1,34.9351,-82.144,3626
"793","Dunellen, NJ",3,40.5903,-74.4656,7202
"794","Dunlap, TN",1,35.3675,-85.3899,5176
"795","Dunn, NC",4,35.3113,-78.6129,15550
"796","Duquesne, MO",1,37.0711,-94.4573,1639
"797","Durand, MI",2,42.9127,-83.989,4633
"798","Durango, CO",19,37.2659,-107.8782,20203
"799","Durham, NC",52,35.9794,-78.9031,424700
"800","Dyersburg, TN",16,36.0465,-89.3777,20839
"801","Eagan, MN",11,44.8169,-93.1638,66372
"802","Eagar, AZ",1,34.1058,-109.2956,6164
"803","Easley, SC",3,34.819,-82.5828,21364
"804","East Grand Rapids, MI",2,42.9464,-85.6088,11956
"805","East Lansing, MI",28,42.748,-84.4835,48145
"806","East Liverpool, OH",18,40.6333,-80.5677,29898
"807","East Newark, NJ",1,40.751,-74.1623,2600
"808","East Orange, NJ",6,40.7651,-74.2117,64367
"809","East Palestine, OH",4,40.8392,-80.5467,4633
"810","East Palo Alto, CA",6,37.4671,-122.1352,29314
"811","East Peoria, IL",4,40.6734,-89.5419,22546
"812","East Providence, RI",6,41.8065,-71.3565,47618
"813","East Ridge, TN",1,34.9973,-85.2284,21182
"814","East Rutherford, NJ",2,40.8179,-74.0854,9687
"815","East Wenatchee, WA",2,47.4174,-120.2822,14219
"816","Easthampton, MA",5,42.2652,-72.672,15829
"817","Eastpointe, MI",23,42.4657,-82.9461,32081
"818","Eastport, ME",1,44.9137,-67.0183,1265
"819","Eastvale, CA",6,33.9617,-117.5802,64157
"820","Eaton Rapids, MI",2,42.5092,-84.653,5439
"821","Eaton, OH",4,39.7506,-84.6343,8145
"822","Eatontown, NJ",3,40.2913,-74.0558,12157
"823","Eatonville, WA",1,46.8681,-122.2697,3073
"824","Eau Claire, MI",1,41.9853,-86.304,597
"825","Eau Claire, WI",1,44.8199,-91.4949,107404
"826","Economy, PA",7,40.641,-80.184,9098
"827","Ecorse, MI",2,42.2489,-83.1399,9570
"828","Eden Prairie, MN",8,44.8488,-93.4595,64893
"829","Edgewater, NJ",1,40.8237,-73.974,13364
"830","Edgewood, TX",1,32.6947,-95.8833,1525
"831","Edgewood, WA",1,47.2309,-122.2832,13053
"832","Edina, MN",2,44.8914,-93.3602,52857
"833","Edmond, OK",5,35.6689,-97.4159,94054
"834","Edmonds, WA",19,47.8115,-122.3533,42605
"835","Edmonton, KY",1,36.9854,-85.6193,1595
"836","Edmundson, MO",1,38.7351,-90.3657,829
"837","Edna, TX",1,28.9757,-96.6483,5780
"838","Edwardsville, KS",3,39.0765,-94.8166,4495
"839","Effingham, IL",2,39.1207,-88.5508,14005
"840","Egg Harbor City, NJ",1,39.564,-74.5961,4052
"841","El Cajon, CA",15,32.8017,-116.9605,102708
"842","El Campo, TX",1,29.1987,-96.2724,11655
"843","El Cerrito, CA",23,37.9197,-122.3025,25508
"844","El Dorado, KS",3,37.8209,-96.8614,14648
"845","El Mirage, AZ",4,33.5905,-112.3271,35753
"846","El Monte, CA",36,34.0739,-118.0291,115487
"847","El Paso, TX",23,31.8479,-106.4309,843386
"848","El Segundo, CA",5,33.9169,-118.4021,16610
"849","Elba, AL",1,31.4172,-86.0759,3811
"850","Elgin, IL",3,42.0385,-88.3229,110849
"851","Elgin, SC",4,34.6724,-80.7215,2932
"852","Elgin, TX",1,30.352,-97.3879,12733
"853","Elizabeth City, NC",1,36.2943,-76.2361,22711
"854","Elizabeth, NJ",4,40.6657,-74.1912,129216
"855","Elizabethton, TN",11,36.3367,-82.2369,13509
"856","Elizabethtown, KY",16,37.703,-85.877,78002
"857","Elk City, OK",2,35.385,-99.4331,11577
"858","Elk Grove Village, IL",1,42.0063,-87.9921,32400
"859","Elk Grove, CA",16,38.416,-121.3842,174775
"860","Elk Rapids, MI",2,44.895,-85.4055,1615
"861","Elk River, MN",8,45.3314,-93.567,25213
"862","Elkin, NC",1,36.2621,-80.8441,6536
"863","Elkins, AR",1,36.0163,-94.025,3487
"864","Elkins, WV",1,38.9237,-79.854,10899
"865","Elkton, KY",3,36.8135,-87.161,2129
"866","Elkton, MD",1,39.6067,-75.8208,15622
"867","Elkton, MI",1,43.8183,-83.1809,749
"868","Elkton, TN",2,35.0616,-86.897,524
"869","Ellensburg, WA",4,46.9994,-120.5477,24377
"870","Ellinwood, KS",1,38.3574,-98.5837,1943
"871","Elloree, SC",1,33.5302,-80.5711,641
"872","Ellsworth, ME",1,44.5847,-68.4875,8180
"873","Elmhurst, IL",1,41.8973,-87.9432,46746
"874","Elmira, NY",1,42.0938,-76.8097,62989
"875","Elmwood Park, NJ",5,40.905,-74.1201,19966
"876","Elmwood Place, OH",7,39.1855,-84.489,2207
"877","Elsie, MI",1,43.0895,-84.3889,978
"878","Elsmere, KY",7,38.9949,-84.6017,8595
"879","Elwood, KS",3,39.7518,-94.8889,1192
"880","Elyria, OH",4,41.3761,-82.1063,53757
"881","Emerson, NJ",2,40.9748,-74.0239,7596
"882","Emeryville, CA",2,37.8382,-122.2932,12086
"883","Eminence, KY",5,38.3637,-85.1778,2581
"884","Emporia, KS",7,38.4028,-96.1924,24598
"885","Emporia, VA",4,36.6953,-77.5356,6443
"886","Encinitas, CA",18,33.049,-117.2613,62709
"887","England, AR",1,34.546,-91.969,2689
"888","Englewood, CO",9,39.6468,-104.9942,34917
"889","Englewood, NJ",24,40.8917,-73.9736,28402
"890","Englewood, OH",11,39.8644,-84.3071,13435
"891","Enid, OK",5,36.4061,-97.8701,49688
"892","Ennis, TX",8,32.3255,-96.635,20357
"893","Enterprise, AL",2,31.3276,-85.8459,38914
"894","Enumclaw, WA",1,47.2017,-121.9897,12190
"895","Erie, CO",2,40.0403,-105.0398,27003
"896","Erlanger, KY",8,39.0109,-84.5864,19246
"897","Erwin, NC",1,35.3226,-78.6734,5156
"898","Escalon, CA",4,37.7912,-120.9982,7601
"899","Escanaba, MI",17,45.7477,-87.09,20094
"900","Escondido, CA",49,33.1347,-117.0722,151625
"901","Essexville, MI",2,43.6123,-83.8423,3278
"902","Estes Park, CO",1,40.3699,-105.5216,7769
"903","Estill, SC",1,32.7538,-81.2412,1857
"904","Eudora, KS",1,38.9345,-95.0957,6415
"905","Eufaula, OK",2,35.2922,-95.5862,2846
"906","Eugene, OR",288,44.0563,-123.1173,273439
"907","Eureka, CA",14,40.7942,-124.1568,44236
"908","Eureka, IL",1,40.7148,-89.2775,5560
"909","Evans, CO",1,40.366,-104.7389,21205
"910","Evanston, IL",8,42.0463,-87.6942,73473
"911","Evart, MI",1,43.9002,-85.2748,1882
"912","Eveleth, MN",2,47.4637,-92.5443,3569
"913","Everett, MA",22,42.4064,-71.0545,46451
"914","Everett, WA",36,47.9525,-122.1669,111475
"915","Evergreen Park, IL",2,41.7213,-87.7013,19147
"916","Everman, TX",2,32.6296,-97.2827,6201
"917","Excelsior Springs, MO",1,39.339,-94.24,11731
"918","Fair Lawn, NJ",15,40.9359,-74.1177,32896
"919","Fairbanks, AK",3,64.8353,-147.6534,63245
"920","Fairborn, OH",9,39.801,-84.0093,33876
"921","Fairbury, IL",1,40.746,-88.5161,3647
"922","Fairfax, OH",1,39.1432,-84.3972,1701
"923","Fairfax, OK",1,36.5698,-96.708,1265
"924","Fairfield Bay, AR",1,35.605,-92.2658,2189
"925","Fairfield, AL",1,33.4747,-86.9194,10568
"926","Fairfield, CA",14,38.2592,-122.0324,148683
"927","Fairfield, IA",1,41.0061,-91.9669,11367
"928","Fairfield, OH",1,39.3301,-84.5409,42558
"929","Fairfield, TX",1,31.7184,-96.1697,3214
"930","Fairland, OK",1,36.7506,-94.8483,1031
"931","Fairmont, MN",2,43.6441,-94.4621,10030
"932","Fairmont, WV",14,39.4768,-80.1491,32847
"933","Fairview Park, OH",2,41.4419,-81.853,16161
"934","Fairview, NJ",1,40.8182,-74.0022,14189
"935","Fairview, TN",3,35.9815,-87.1291,9146
"936","Fall River, MA",4,41.7137,-71.1014,89541
"937","Fallon, NV",1,39.4738,-118.778,16313
"938","Falls Church, VA",2,38.8847,-77.1751,14617
"939","Falmouth, KY",3,38.6708,-84.331,2103
"940","Fanwood, NJ",1,40.6417,-74.3857,7697
"941","Fargo, ND",64,46.8652,-96.8292,208675
"942","Faribault, MN",1,44.2985,-93.2786,24250
"943","Farmersville, CA",2,36.3053,-119.2083,10703
"944","Farmington Hills, MI",15,42.486,-83.3771,80612
"945","Farmington, MI",6,42.4614,-83.3784,10491
"946","Farmington, UT",8,40.9846,-111.9065,25339
"947","Farmville, VA",3,37.2959,-78.4002,8594
"948","Fayetteville, AR",1,36.0713,-94.166,351246
"949","Fayetteville, NC",48,35.0846,-78.9776,327435
"950","Fayetteville, TN",1,35.149,-86.5634,9473
"951","Fayetteville, WV",2,38.0622,-81.1084,2720
"952","Federal Way, WA",31,47.3091,-122.3358,96289
"953","Felton, DE",1,39.0127,-75.5764,1414
"954","Fennimore, WI",1,42.9793,-90.6492,2456
"955","Fenton, MI",2,42.7994,-83.7144,11403
"956","Fergus Falls, MN",1,46.2853,-96.076,13794
"957","Ferndale, MI",17,42.4592,-83.1314,20033
"958","Ferndale, WA",7,48.8525,-122.5893,14897
"959","Ferris, TX",1,32.5369,-96.6738,2974
"960","Festus, MO",1,38.2192,-90.4095,12036
"961","Fife, WA",10,47.2328,-122.3518,10184
"962","Filer, ID",1,42.5679,-114.6115,3083
"963","Fillmore, CA",1,34.3989,-118.9181,15954
"964","Findlay, OH",16,41.0467,-83.6379,48469
"965","Fircrest, WA",3,47.2307,-122.5157,6835
"966","Firebaugh, CA",1,36.8534,-120.4536,8296
"967","Fishers, IN",3,39.9589,-85.9661,95310
"968","Fitchburg, MA",4,42.5912,-71.8156,40638
"969","Flagstaff, AZ",9,35.1872,-111.6195,81974
"970","Flandreau, SD",3,44.0465,-96.5984,2316
"971","Flat Rock, MI",5,42.0991,-83.2716,10004
"972","Flatwoods, KY",4,38.521,-82.7195,7079
"973","Flemingsburg, KY",2,38.4236,-83.7372,2949
"974","Flint, MI",58,43.0235,-83.6922,332190
"975","Florence, AL",3,34.8303,-87.6654,79964
"976","Florence, CO",2,38.3836,-105.1114,7433
"977","Florence, KY",47,38.99,-84.647,33004
"978","Florence, SC",10,34.1781,-79.7877,93131
"979","Florham Park, NJ",1,40.7773,-74.3953,11496
"980","Flossmoor, IL",1,41.5391,-87.6857,9155
"981","Flower Mound, TX",3,33.0344,-97.1146,79135
"982","Floydada, TX",1,33.9835,-101.3367,2676
"983","Flushing, MI",4,43.0637,-83.8403,7880
"984","Foley, AL",3,30.3983,-87.6649,36921
"985","Folly Beach, SC",3,32.6693,-79.95,2660
"986","Folsom, CA",4,38.6668,-121.1422,81328
"987","Fond du Lac, WI",12,43.7718,-88.4396,55209
"988","Fontana, CA",9,34.0968,-117.4599,214547
"989","Forest Acres, SC",4,34.0324,-80.9716,10298
"990","Forest Lake, MN",1,45.2536,-92.9583,24853
"991","Forest Park, IL",1,41.8683,-87.8157,13704
"992","Forest Park, OH",3,39.2861,-84.5259,18583
"993","Forks, WA",3,47.9528,-124.3904,4327
"994","Forney, TX",2,32.744,-96.4529,50251
"995","Forrest City, AR",1,35.0135,-90.7931,13820
"996","Fort Bragg, CA",13,39.4399,-123.8013,10374
"997","Fort Collins, CO",29,40.5478,-105.0656,312666
"998","Fort Dodge, IA",2,42.5098,-94.1751,23888
"999","Fort Gibson, OK",1,35.7766,-95.2599,3958
"1000","Fort Lauderdale, FL",18,26.1412,-80.1464,182437
"1001","Fort Lee, NJ",28,40.8509,-73.9712,38605
"1002","Fort Lupton, CO",2,40.0831,-104.8024,10208
"1003","Fort Mill, SC",1,35.0062,-80.9388,22284
"1004","Fort Mitchell, KY",4,39.0459,-84.5563,8241
"1005","Fort Morgan, CO",2,40.2538,-103.7909,13349
"1006","Fort Myers, FL",10,26.6195,-81.8303,87103
"1007","Fort Payne, AL",2,34.4557,-85.6965,14074
"1008","Fort Pierce, FL",1,27.4256,-80.3431,46103
"1009","Fort Scott, KS",3,37.8283,-94.7038,7697
"1010","Fort Smith, AR",22,35.3493,-94.3695,125354
"1011","Fort Thomas, KY",4,39.0802,-84.4518,16263
